Unnamed: 0,Start,End,Speaker,Text
148,0:36:57,0:37:21,SPEAKER 1," However, you also have a situation where you have gotten some activists who have been interested in the stock, including Bill Ackman.  He's built up a stake,  hasn't said too much about it,  but I think he has made some comments about how maybe Burlington,  northern Santa Fe's margins could be improved.  You can look back at Bill Ackman's experience with the Canadian Pacific Railway and kind of wonder if he is building up a position because he would like to see you take a more active role there.  Well, we notice what other railroads earn and when their margins are better.  I mean, and we certainly put way less pressure on  than Wall Street might who would want it next week.  But we,  our managers are well aware of what's going on in other industries.  And we've made changes where we don't think some businesses are performing as well as they should.  But overwhelmingly,  we've got managers there that are very, very good. And they've got capital available to them for anything that makes sense. And we decide how much they distribute,  where the capital moves.  And sometimes it moves from one industry to another.  And in certain industries,  a consolidated tax position really is very helpful to us.  There's a viewer question that came in from Ben Comston.  And he asks, it was recently pointed out by Bill Ackman that some subsidiaries like GEICO,  BNSF lagged their peers in some areas.  Would you agree with that?  And how can your successor push improvement in subsidiaries while maintaining a decentralized management structure? "
155,0:38:29,0:39:50,BUFFETT," Well, at GEICO,  we bought control in 1995.  We had about two and a half percent of the market for auto insurance.  And we're at about 13.7 percent of the market.  So we've gone from  two and a half billion of premium volume, or thereabouts,  to 35 billion of premium volume.  We're number two now at a state farm.  We were number  six or seven at that time.  So I would say that not due to Berkshire at all,  but due to Tony Nicely during almost all those years.  GEICO has been the envy of every other company in the  auto insurance business, except for Progressive.  But they've done a good job, too.  But GEICO is worth tens and tens and tens of billions more than when we bought it,  in addition to all the earnings we've gotten,  just the goodwill value.  So that's been extraordinarily well run.  And with  Burlington,  we I think we paid a dividend of five billion last year and we paid 35 billion for it.  So it's gained in market share and its business.  Its operating margins have improved,  but they haven't improved as much as some other railroads. "
156,0:39:51,0:39:53,SPEAKER 1," Do you believe in precision scheduling railroading?   Well, we'll see.  I mean, we've watched it plenty.  And for those who don't know what that is,  it's something that kind of irritates customers because it makes things a little more rigid.  But it does."
159,0:40:04,0:40:13,BUFFETT," Yeah, it makes the customers adapt to the railroad more than the railroad adapting the customers.  And practically everybody's done it.  And a fellow named Hunter Harrison was enormously successful. "
160,0:40:13,0:40:15,SPEAKER 1, He worked with Bill Ackman at the Canadian Pacific.
161,0:40:16,0:40:59,BUFFETT," Yeah, he worked for the BNSF,  if you go back far enough.  He and there's a book about his very own.  But he did it at the Illinois Central,  the Canadian National, the Canadian Pacific.  And then he was going over to the CSX.  He he he developed a method of railroading where the customer does adapt more to the  railroad and improve margins dramatically.  Our margins are close to what the better railroads.  Well, there's only a few that get from precision railroading.  I mean, then we've gained share because the customers don't like because the railroads  apparently or the railroad customers like us better.  And over the  over the long term,  we'll see.  But it isn't like it's something we can't do. "
162,0:41:00,0:44:55,SPEAKER 1," Here's the latest on the coronavirus.  China reported an additional 150 deaths and 409 new cases overnight.  South Korea raised its coronavirus alert to the highest level after the number of cases there ballooned from 31 to more than 750 in less than a week.  Stocks  in Asia falling overnight.  Hong Kong's Hang Seng fell one point eight percent.  South Korea's Cosby fell nearly three point nine percent.  Shares of South Korea's two largest airlines down as they canceled flights to the city of Daegu,  where many of the new cases were detected.  Meantime,  Italy's government is scrambling to deal with the biggest outbreak of the coronavirus outside of Asia.  Stocks there were lower overnight.  The government placed at least 10 towns in northern Italy under quarantine and canceled the last few days of the Venice Carnival.  Elsewhere in Italy, schools, museums, universities and cinemas were closed and major soccer matches were canceled.  At this point,  I mean, Boris Johnson out earlier today and are saying that the risk to UK citizens just over there remains low.  I would say that  our officials would say that here,  too.  The risk to the U.S.  citizens remains low.  But there's a significant difference between supply chain disruption slowing dozens and dozens and actually hundreds of companies.  Absolutely.  And that's dampening global growth.  What worries me is that we don't know three,  three months, six months, nine months, if it ever gets to the point where we start to see in a lot of  countries around the world,  these these break outs where they don't even know the origin of some of these.  And if they multiply like that,  that's when I think it could really get at this point.  It's still a it's still a global growth slowdown.  Nobody in most of the world is worried that they're going to catch coronavirus.  Right.  And they can't go out and they can't go to the movies or the health club or to a restaurant.  But that I just wonder,  we don't know.  There are major travel that's being changed right now.  Conferences are being canceled.  There was an article in Time magazine speculating when the weather the Olympics in Japan over the summer will be canceled.  So there's real implications here that could reverberate.  Having said that, the farther we get to the spring,  the better it gets in terms of weather.  There's a whole sort of it about how the flu,  you know, you know, I was looking at Jim's some of Jim's tweets earlier.  If you go too far with with the the fear and the panic,  you're accused of one thing.  If you don't go far enough,  you're accused of the other thing.  So we really just need to sit here and each day report on the facts and try to remain attached.  But there's something something about a pandemic that just is different than other black swans.  It's it's it's a frightening prospect.  Anyway, let's get right back to our guest of the morning.  Warren Buffett joins Becky in Omaha following the release of his annual letter to  shareholders over the weekend.  And Becky, you took a plane.  I mean, it's in the back of our minds,  is it?  It's just in the back.  There's no way.  And the risks are low.  It goes back to 1918.  It goes back to 1980.  And if you look at the numbers of what happened in that pandemic when it came around the  globe, up to 50 million people were killed in that.  It was a third of the planet's population that was infected.  It was 500 million people that were infected at that point.  Six hundred seventy five thousand Americans died at that point.  So inevitably,  your mind kind of goes back to what's happened in the past,  because as humans, we always look back to history to try and predict the future.  It doesn't always work.  It's not always prophetic,  but it does give you something  of what to kind of play out if this were to get worse and worse.  Now, Andrew brought up the idea that it's warm weather.  We're approaching spring in a lot of parts of the country,  a lot of parts of the planet  that may be good news.  We just don't know if this time around,  if this is one of those viruses that that does die off in warmer weather.  Wait and see.  Kind of hope.   Yeah, actually,  I  think this from what I've heard from people that know a lot more about viruses than I do, that that that  unfortunately, this will make it through the summer.  And and in terms of having a vaccine,  it's a long ways off.  So you've got  it is scary stuff.  I don't think it should affect what you do in stocks,  but but in terms of in terms of the human race,  it's scary stuff when you have a pandemic.  Yeah, I guess this one's particularly frightening because it's new.  So there's no natural immunity that's built up in any of the populations.  And you wonder what happens,  particularly in areas where there's not the same health care structure that we have in America or in some of the developed nations.  I guess that's a big part of the question, too.  Yeah,  it's  it's.  Well, I think about it in terms of our annual meeting.  I mean, that which is May 2nd.  I mean, it it could very well affect by that time.  It could affect.  We've got questions from viewers asking just that.  Will the annual meeting be any different this year,  particularly because you have a large  Chinese contingency of shareholders? "
169,0:46:07,0:46:21,BUFFETT," Yeah, I don't think that certainly will be affected.  And and incidentally, I mean, flu is particularly tough on old people.  You're going to have two guys on the stage who's  combined ages one hundred eighty five. "
170,0:46:21,0:46:21,SPEAKER 1," So,  yeah, well, we won't be looking for people showing any signs of contagion.  But that's one of the problems with this is it does have a long gestation period and it's highly transmissible. And again, you did talk about it earlier.  It's something that you see in the results of the businesses,  even some of your own fully owned businesses that you didn't anticipate."
173,0:46:43,0:46:47,BUFFETT," Well, we own airlines, for example.  It affects businesses now. "
174,0:46:48,0:46:48,SPEAKER 1," Actually,  my dad used to tell me a story.  He was 14 in 1918 and he told me what went on in Omaha during the  big Spanish flu epidemic.  I mean, it was it was something in those days and and pandemics will.  Occur in the future now,  what they hope to get is is a universal flu vaccine,  but that's a long way off.  It isn't impossible.  I mean, I asked my my own science advisers,  Bill Gates, so I talked to him, I call him.  I've talked to him the last few days about about it.  And he's bullish on the long term outlook for a universal  prevention of it.  But but he says it's not going to come,  you know, for it's not going to be here in 10 years.  What are what are Bill's concerns as somebody who spends a lot of time traveling around the globe,  as somebody who is trying to help medicine in some of the less developed parts of the world? "
178,0:47:49,0:47:49,BUFFETT,"Yeah, the Gates Foundation is  is very active in trying to be helpful on this. And and Bill says the CDC is the best in the world.  And I mean, we've got terrific  resources in this country,  but a pandemic is a pandemic.  And and there's just no evaluating.  But I have heard that  the summer is not likely to  cause the end of this."
180,0:48:11,0:48:12,SPEAKER 1, Do you know why?
181,0:48:12,0:48:20,BUFFETT," But I don't know.  And, you know, you shouldn't be asking.  I shouldn't be offering my opinion on that because I I pass along things I hear from people I think are smart. "
182,0:48:20,0:48:24,SPEAKER 1," But but I'm actually asking for Bill's opinion, not yours.  Well,  well,  I shouldn't and I shouldn't really quote him,  but I do.  He's the guy I ask.  And I did talk to just a few days ago.  And he loves to talk science and he can make it so I can understand it,  which is quite a trick.  You know,  at the Gates Foundation,  they're taking it very seriously.  I'll put it that way.  Is money going from the Gates Foundation to try and find a vaccine? "
185,0:48:48,0:48:51,BUFFETT, I'm sure we are expending human and financial resources.
186,0:48:53,0:49:02,SPEAKER 1," Have I mean, maybe this is more than,  you know, but, you know, if they have put human resources out either into China or other places where they don't know that. "
187,0:49:02,0:49:15,BUFFETT, I don't want to comment on that.  But I know that there that that is something they've always spent.  They've been very involved in is human health and and even particularly this bill knows a lot about vaccines.
188,0:49:16,0:49:32,SPEAKER 1," Let's talk a little bit about Berkshire Hathaway.  We were in the middle of a conversation when we had to go to a break before.  But there has been this question raised not only by Barron's in the cover story there,  but by other places, too,  about whether Berkshire Hathaway would be worth more if it were split up. "
189,0:49:32,0:51:23,BUFFETT," That's a good question.  And I will tell you that that  if you were to say and let's say the stock market didn't change for two years and interest rates didn't change.  So you had a two year period and you said we'll sell off all the businesses.  I don't think  I mean, you have the expenses of selling them now.  If you sold them all to people who leveraged them up to their maximum,  you might get a little more than the stock is selling for.  It would be very tax inefficient,  very tax inefficient.  Interestingly enough,  up till 1986,  it wouldn't have been.  I mean, there was a general utilities doctrine that governed corporate breakups.  And so you could dispose of  businesses or securities.  If you did it right,  you could dispose of securities or businesses that are appreciated  without a tax at the corporate level.  That was done regularly in various ways up till 1986.  They revised the tax code big time.  They killed general utilities.  You can't do that now.  Now you can go you can have spinoffs,  this business or that business.  You probably have to lie a little in terms of your purpose in order to  get the best tax ruling.  And it takes time.  But you cannot break up.  You cannot dispose of the entire business,  business by business,  without having very substantial tax liability.  It would not produce a gain.  On the other hand,  having them together produces there's some very valuable synergies in there.  Now, we don't use leverage as much as the people who would buy them piece by piece would do.  So we could leverage  Berkshire up to the sky.  I promise people we won't because we have insurance promises to people out 50 or 100 years and we've got shareholders are going to own the stock for 50 years and they do not want us to  to leverage to the sky. "
190,0:51:23,0:51:23,SPEAKER 1," But  there would not be a profit if if  we were simply to announce that over the next 24 months that you could come in and buy any business we had and we'd sell them to the highest bidder.  You made a point of talking about this in the annual letter.  You said key to my only Berkshire key to my Berkshire only institutions is my faith in the future judgment of fidelity of Berkshire directors.  They will regularly be tested by Wall Streeters bearing fees and many companies.  These super salesmen might win.  I do not,  however, expect this to happen. "
193,0:51:54,0:53:15,BUFFETT," That's exactly true.  And I think by writing it,  it helps a little too.  No, there's no question that that Wall Street would love to come along and sell anything that we've got.  I mean, there's a fee every time that there's a transaction and they're big fees and there's fees for financing.  I mean, there's so we've had all kinds of  people snoop around that they know they're not getting done with me,  but they won't get done later on either.  I am leaving every every share of Berkshire goes to charity and it's ninety nine percent of my net worth.  So I got  nobody cares more than I do about getting the most money to those philanthropies over the four of the years following my death.  And that's going to take place over 15 years.  And I say keep it all in Berkshire.  But if I thought that it was going to be run in a way responsive to  Wall Street, I would I would instead do something else and have the money distributed to these philanthropies and not have it all tied to Berkshire.  But Berkshire has a very unusual shareholder base.  I mean, we have individuals that own Berkshire and a lot of them have owned it 50 years.  Just like it's people buy it to own for a lifetime.  And and we're going to run it in a way that they won't be disappointed. "
194,0:53:15,0:53:24,SPEAKER 1," Do you think the people who are newer,  relatively newer shareholders buying the B shares have the same mentality as the people who have been in it for 50 years? "
195,0:53:24,0:54:44,BUFFETT," Well, we try to because that's who we encourage.  I mean, in effect,  we don't want everybody to buy our stock.  I mean, there's only so many seats.  There's about a million six hundred and some thousand a shares out.  All the seats are filled.  I love the shareholders we have.  I don't want to go to Wall Street and try and get some new shareholders  to replace the people we have.  So what we want to have is people in those seats that are in sync with us.  You can run a French restaurant or you can run a hamburger stand.  And if you serve good hamburgers,  you'll do good business.  They have a standing at the French restaurant.  You do the same thing there.  But you can't run the French restaurant and serve hamburgers inside.  And you can't run the hamburger stand and serve French food inside.  So we advertise in our deeds,  in our words and every way we can what we're about.  And we're looking to have the seats filled at our church  by people who are in sync with us.  And we do have them there.  We get the same people every Sunday.  And I see no advantage in going out and telling everybody in Wall Street we're going to do wonderful things and having those seats replaced,  because the only way you can get a seat is to throw somebody else out of that seat.  There's only so many seats and they're all full.  And you want them filled with people who are in sync  with the with the policies of the company.  And therefore, you have to explain those policies and you have to live up to those policies.  And for 55 years,  we've tried to. "
196,0:54:45,0:54:55,SPEAKER 1," So you get the shareholders you deserve.  Exactly.  All right.  Not to mix metaphors,  but can you have a decentralized central office running both the French restaurant and the hamburger place?  Well,  they aren't trying.  We're not trying to have the railroad management run the utility.  You're decentralized.  That's what I mean.  A decentralized headquarters that's in charge,  a conglomerate in charge of all those different businesses. "
199,0:55:06,0:55:18,BUFFETT," Well, we could run.  Well, we have decentralized management as it is.  We could have somebody in charge of all the little companies,  another one for the big.  I mean, we could visualize it in all kinds of ways.  I think we'd have more overhead.  I think we'd have a different sort of manager.  Our managers like running their own businesses and they they like  they never have to finance their businesses.  I mean, they never have to go to Wall Street.  They never they probably save 25 percent of their time.  And and I want them to feel they own their businesses.  And that's all they're responsible for.  If we mess up some other way, you know,  they still they get paid based on how they do.  And and there again,  we attract managers who like to operate on that basis.  We don't attract managers,  particularly who think they're going to keep moving step by step  through various divisions and eventually run the whole place. "
202,0:56:07,0:56:39,SPEAKER 1," One of the things that people wrote in,  a lot of people had questions about the banks,  about what's happening with the banks,  what you've changed with some of your investments over time.  Jason Goldberg writes in,  he says, please ask more about his views on the bank stocks in general and on Wells Fargo in particular.  Over the last two quarters,  he sold almost a quarter of his longstanding Wells Fargo stake.  Also in the fourth quarter,  he dumped a third of his Goldman stock Goldman Sachs shares,  although he still owns over seventy five billion dollars in bank equities.  So what do you think about banks?  Not necessarily the sell off today because you don't look at day by day.  Well,  banking is a good business if you don't do dumb things on the asset side."
204,0:56:43,0:56:43,BUFFETT," I mean, basically,  and it's a business that the banks we own earn between  the commercial banks earn between 12 percent  and 16 percent or so on  tangible assets.  That's a good business.  It's a fantastic business against  the long term bond.  You know, a two percent.  If you have a choice between a two percent instrument and a 12 percent instrument,  which one is going to win over time?  So,  so if you ask me whether I think banks are going to go down where they only earn three or four percent on tangible assets,  I don't think that'll happen.  The question is really whether they do something massively dumb.  I mean, which periodically a number of banks have done.  And I feel very good about the banks we own.  They're  they're very attractive compared to most other securities I see.  And and most of them are buying Bank of America is buying in a lot of stock every year.  So our ownership of the Bank of America this year probably will go up seven or eight percent without a spending a dime.  I'd like to own any business,  any good business where my ownership is up seven or eight percent every year without me spending any money.  And on top of it, I get a dividend.  So they're very they're very attractive,  both against interest rates and against or against bonds and against other stocks, in my view. "
210,0:58:13,0:58:31,SPEAKER 1," You say occasionally they do dumb things.  Maybe you're talking about Wells Fargo with the scandal that it had.  It just settled on Friday with a number of the regulatory institutions that were kind of looking into it,  the investigations that were taking place for three billion dollars.  Does this mean that they have kind of finally gotten through that and can move forward? "
211,0:58:32,0:58:36,BUFFETT, I don't know the answer to that.  I know that they paid three billion because it was announced.  I don't know what else is outstanding.
212,0:58:37,0:58:37,SPEAKER 1," But  Wells Fargo is classic in in in terms of one lesson.  My partner, Charlie, he says whenever we have a problem,  you attack it immediately.  He says an ounce of perversion,  an ounce of prevention is not worth a pound of cure.  An ounce of prevention is worth a ton of cure.  And we've seen that time after time. And the interesting thing I and I don't know the details at all, but  the original thing was a bunch of a whole bunch of phony accounts.  Now, I don't know how if you open up a couple of million phony accounts,  you make any money on it at all.  I mean, I don't the shareholders didn't make money.  People say that, well, the incentive structure was set up so that some of the employees  don't have a system.  You can think and as soon as you learn,  you can devise dumb incentive systems.  We've done ourselves.  I mean, you can you can cause people to do the wrong thing because they will do what they're incented to do.  And they had obviously a very dumb incentive system.  People started playing it various ways.  And the big thing is they ignored it when they found out about it.  I mean, you're going to do dumb things in business and we do them every day.  You know, but the you absolutely have to attack a problem  as soon as it occurs.  And you know about it. And if that had happened,  Wells Fargo shareholders would be a lot better off.  But Wells Fargo shareholders did not did not profit from opening up accounts that were phony accounts that had nothing in them.  I mean, somebody was getting paid so much per account.  So and the practice spread because bad practices do spread if they're allowed to spread.  And they were ignored, which is  a total disaster.  And and look at the consequences.  So two or three years later, who's paying?  The shareholders are paying for something that didn't do them any good whatsoever.  Is that why you've sold off some of the shares? "
223,1:00:28,1:00:29,BUFFETT," No, not specifically. "
224,1:00:30,1:00:34,SPEAKER 1, I know you don't want to get specific on why.
225,1:00:34,1:00:39,BUFFETT," No, I'm not.  I'm not recommending what stocks people have to make up their own minds on that. "
226,1:00:39,1:01:14,SPEAKER 1," But OK,  I want to ask you a question about Todd Combs and his new role at Geico.  I got several questions that came in from that.  And let's just use this one from Peter Lampras.  During last year's interview on CNBC,  after the 2018 letter was released,  you were asked about succession at Geico.  And you mentioned that at a recent meeting at Geico,  you met about 40 of their top executives.  And after each introduced themselves,  they stated their length of time with the company.  The shortest was 19 years.  Please explain why none of these 40 top executives were qualified to take over as CEO after the retirement of Bill Roberts.  Again, that's Pete Lampras from Chicago.   Bill Roberts took over.  Not even two years ago and last and he has done a terrific job in connection with Tony.  And I mean,  Geico is my first love.  Absolutely.  I tell the other companies that you can't compete for my second love,  but you can't compete for my first love,  which is Geico, because it goes back 60,  69 years.  And it did wonderful.  Anyway,  Geico,  Bill Roberts took over a little less than two years ago.  And then in either October or November last year,  he said he would he'd like to retire in a year.  He would  adjust it in any way that  made it the easiest for us.  And and we did not have the person,  in my view,  to replace him at that point.  And Todd Combs,  who's worked with Berkshire now for 10 years,  he actually was a product manager at Progressive in the past.  And he knows a lot about insurance.  Insurance is probably the only business I know something about that we're in.  All the rest of them are full of confusion.  But I understand the insurance business to some degree.  Todd understands it very well at the operating level.  And so Todd is there.  And I hope very much that that he's not there very long because I'd like to get him back to Omaha.  But our intention always is to promote from within.  And we would hope to pick out the right person at Geico.  It isn't that there isn't somebody there.  It's just you want to have the right one,  because when you put somebody in,  you're going to keep them there for a long time.  And or her.  And does that suggest Todd is not going to be there for a long time?"
229,1:03:01,1:03:14,BUFFETT," I don't think he's going to know.  No, the plan is not for him to be.  I mean, he has not made a permanent career shift.  And he you know,  I don't know how long he'll be there. "
230,1:03:14,1:03:14,SPEAKER 1," We have  we have one important problem, which is  which all insurance companies have.  But "
233,1:03:21,1:03:36,BUFFETT, Progressive has done a better job of of managing of of of  of correlating or risk with with rate.  And that  is what we're focused on now.
234,1:03:37,1:03:38,SPEAKER 1, Correlating risk with rate.
235,1:03:38,1:03:40,BUFFETT," In other words, having the proper rate. "
236,1:03:40,1:03:41,SPEAKER 1, Right.  Charging the right amount.
237,1:03:41,1:03:57,BUFFETT," Charging the right amount.  If you were in the life insurance business and you thought that 80 year olds had the same life expectancy as 20 year olds,  you'd have a big problem.  And what would happen is you'd write all the 80 year olds and somebody would write all the 20 year olds.  So in auto insurance,  the same thing.  There's a vast difference. "
238,1:03:57,1:04:00,SPEAKER 1, Auto insurance.  I'm not sure I might prefer the 80 year olds over the 20.
239,1:04:00,1:04:52,BUFFETT," Well, you might.  And you certainly would prefer the 80 year olds to the 16 year olds.  I mean, yeah.  And you'd prefer the 16 year old female to the 16 year old male.  There's a whole bunch of things.  So you've got a core.  You really got to segment risks.  And that's enormously important.  And every company is trying to do it better all the time.  And we do it far better than we did 50 years ago.  But we have room for improvement on that.  We're focused on that.  And in the meantime,  we're growing faster.  We're gaining market share.  Geico is a fantastic asset.  Todd's job is to focus on that,  but it's also to work himself out of a job very,  very quickly and preferably to work.  Definitely, preferably to work himself out of a job with somebody from Geico. "
240,1:04:52,1:05:07,SPEAKER 1," Eric Lafont writes a follow up question.  He says, Warren, why did you and Ajit decide to appoint Todd Combs as the CEO of Geico?  That part you've answered.  But how will he be able to run Geico,  manage a 13 billion dollar investment portfolio,  oversee Haven and be on the board of J.P.  Morgan? "
241,1:05:07,1:05:12,BUFFETT," Yeah, well, let's get it'll keep him busy.  And we've told him he's unlimited use of a net jet. "
242,1:05:12,1:05:13,SPEAKER 1, So really?
243,1:05:13,1:05:45,BUFFETT," Oh, sure.  No, I mean, we want him to be efficient.  That's what that just is for.  And and and he'll be working 70 hour weeks.  The the question about the portfolio is interesting.  Most months,  neither Ted nor Todd makes a single change in their portfolio.  I mean, portfolio management is something that you learn over decades.  And when I ran Solomon,  I was running Berkshire portfolio.  It is not something that you have to sit there day by day and do.  People do it that way. "
244,1:05:46,1:05:46,SPEAKER 1," But.   If  there are many years where if I just left the portfolio entirely the same and didn't make any changes,  we'd be better off.  So it that's not about.  But but you're right in terms of J.P.  Morgan's board.  He's he's going to be a very busy guy.  Geico is the top priority,  but it isn't going to say the top priority for a long, long time.  And let me run to another question that Max 0205 wrote in.  Have Todd Combs and Ted Weschler outperformed the S&P 500 since they began working at Berkshire?  Why don't you disclose their record?"
247,1:06:21,1:06:22,BUFFETT, Why don't I?
248,1:06:22,1:06:24,SPEAKER 1," Why don't you disclose their record?  They said, well,  we're not disclosing.  I think it would be very unusual for a firm to discover disclose everybody's sales last year.  Among their salespeople or anything like that.  I mean, they're entitled to work in relative  anonymity.  Our directors know how they do.  I know how they do.  We made a lot of money with them.  I feel very good.  I mean, I feel very good about them in all ways.  But we're not going to we're not going to tell you how much each candy store sells.  It's sees candy or who was the top the top person that  at any place brought in the sales or whatever it may be.  All right.  Let's jump to Berkshire's overall record versus S&P.  Berkshire has now underperformed the S&P 500 on one year,  three year, five year and 10 year marks.  Yeah.  Is that because it's too big and will it ever be able to outperform? "
251,1:07:16,1:08:04,BUFFETT," Well, certainly being too big as part of it.  And but I would say this  during that same time.  I mean, last year we achieved now I don't like it.  Gap earnings very well,  but we achieved the highest  gap earnings of any company in the world has ever achieved.  That's investor owned.  And we have the highest net worth of any company in the world.  Investor owned any company in the world.  So it.  I would say.  Related to safety of principle over time,  I feel good about it and I feel good about the fact  that 99 percent of my money is in it and that  it will be the source of all the philanthropic  contributions that are made for 15 or dozen years after I die. "
252,1:08:04,1:08:04,SPEAKER 1, So.
253,1:08:05,1:08:21,BUFFETT, But I don't think  I do not think  it will be in the top 10 percent  of stocks performing over the next 10 years.  I don't think it'll be in the top 15 percent of stocks performing in the next  10 or 15 years.  I also don't think it'll be in the bottom 10 percent or 20 percent or 30 percent.
254,1:08:21,1:08:21,SPEAKER 1, So.
255,1:08:22,1:08:34,BUFFETT," But our ability to  have a huge edge over the market generally with a 550 billion dollar market value.  It's just  it'll be minor, but it'll be done in a very, very safe manner. "
256,1:08:35,1:08:39,SPEAKER 1, Is an investment in the S&P 500 a better investment?  It could be.  It could be.
257,1:08:39,1:09:17,BUFFETT," You know,  on balance, I think we'll do a little better, but it'll be.  It'll be minor, depends on the kind of market where we're in a down market.  We're going to beat it.  I mean, it's that simple.  And sometimes we will be the last 10 years we haven't been.  But  over 55 years, it's worked and it will continue working,  but it will not work at all like it did  when we were working with 100 million dollars or a billion dollars.  There's no question about that.  But we've got good businesses and we're.  We won't be in the bottom quarter.  I promise you that over any long period of time. "
258,1:09:18,1:09:52,SPEAKER 1," There are people like there were back in 1999 who have said maybe you've lost your edge.  It was a similar thing in 1999 where you saw the technology stocks that were the big high flyers that people were pouring their money into the dot com companies and a lot of others associated with that.  If you look at the markets again,  it's the technology companies that have the big runs.  This time you're participating in Apple,  which is one of those front runners.  But is this a cyclical thing to you?  You think there'll be another market downturn and then there'll be a downturn sometime.  And then Berkshire outperforms at that point or will outperform in a down market.  But  but that may not be particularly satisfactory to people.  But no, we will, because we have these businesses are making money.  And I mean, we are we are not  we're geared somewhat away from a full market  participation on in either direction.  But that's fine.  We own if you think about it,  we're 80 some percent in equities.  We may so show two hundred and thirty or forty billion in equities and that looks like we're against our market cap.  We're 40 percent, but we own 100 percent of these other businesses.  Those are equities, too.  I mean, we own a right and we own insurance companies and those are those are equities.  So we're about 80 percent in  roughly in equities and about 20 percent in cash.  And I'd rather I'd rather have that 20 percent and other good businesses.  But but that is to some extent a curse of size.  And it's to some extent the fact that that.  It's very hard if interest rates stay at this level,  we'll wish we'd for the next 10 or 20 years,  we'll wish we'd been one hundred and twenty five percent in equities.  I mean, you know, equities are so much cheaper than bonds, long bonds,  that.  You know, some something will change in a major way.  I just don't know what.  And I want to be prepared for anything, obviously.  So that's why you keep so much cash around.  You want to be able to be prepared for a downturn.  You want to be prepared for a crisis. "
261,1:11:20,1:11:58,BUFFETT," We want to be prepared for anything.  We want to be prepared for pandemics.  We want to be prepared for anything comes along.  Now, that is the chief job I have.  I have people's money.  They gave it to me 50 or 60 years ago and some of them still have 100 percent of their money or essentially.  And and the one thing and I've got the responsibility for five foundations that presently are going to get 80 billion.  And I think we'll get a lot more over time.  Probably.  We don't want to permanently lose money.  And you don't want to get that so that you go into a shell and don't do anything. "
262,1:11:59,1:11:59,SPEAKER 1," But  we have obligations to people on workers' compensation claims and auto accidents.  They've had to go out 50 years.  And,  you know, we have to run the place so that every check clears under any circumstances.  And that's why we incidentally own Treasury bills.  We don't we don't own commercial paper.  We don't rely on bank lines or anything.  When people get terrified and they will occasionally everything freezes.  And you're going to have to stand on your own feet at a time like that.  It won't happen very often,  but it'll happen occasionally.  I know you've developed a thick skin over the years,  but does it tick you off  when people start questioning whether you've lost it,  whether you can still.   Well, I'm sure I've lost some of it.  I can tell you all kinds of things I've lost.  No, that happens.  But we haven't lost  Geico or the railroads.  Berkshire without me is worth essentially the same as Berkshire with me.  I mean, my value added is not high,  but"
269,1:13:02,1:13:32,BUFFETT," I don't think I'm subtracting value.  But the big thing is how our businesses do and what what what we get to add in the way of businesses over time.  And we can add them to marketable securities.  I mean, we own five and a half or a little over a percent of Apple.  It's probably the best business I know in the world.  And we own five and a half percent of it.  And that is a bigger  commitment that we have in anything except insurance  and the railroad.  So it's it's our third largest business. "
270,1:13:33,1:13:36,SPEAKER 1, Yeah.  I made the point that it was bigger than your biggest acquisition of precision.
271,1:13:36,1:13:38,BUFFETT," Oh, sure.  Now it's our third largest business. "
272,1:13:38,1:13:52,SPEAKER 1," All  right.  Let me test you on your thick skin.  Wow.  Here was the kicker of that Barron's cover story.  He said there's reasons to think that the company will be a market beater when he's gone.  In the meantime, happy 90th. "
273,1:13:52,1:14:07,BUFFETT," Yeah, well, that's I hope it is a market beater.  Well, I'm counting on I'm telling my estate and then the trustees that succeed my executors in the state.  I'm telling them to keep every share of Berkshire they have until they have this pattern of giving it away. "
274,1:14:07,1:14:08,SPEAKER 1," I mean,  I want them to look back and say,  gee, we should have made this change earlier because it's going to determine,  you know, how much we buy in the way of vaccines and,  you know, and all kinds of things,  education and all these things.  And I feel terrific about Berkshire after I leave.  I want to talk about another issue that we have not touched on yet,  and that's politics here in the United States.  We just watched the Nevada caucus.  Bernie Sanders walked away with the most delegates after that.  He looks to be as the clear front runner for the nomination for the Democrats this time around.  You have long been a supporter of the Democratic Party.  What do you think? "
277,1:14:50,1:15:21,BUFFETT," Well, I think I'm going to wait and see who gets the nomination,  but I'm a Democrat,  but I'm not a card carrying Democrat.  And I've voted for Republicans.  I've contributed to Republicans.  In fact,  I've only run for two offices in my life.  One was head of the young Republicans at the University of Pennsylvania.  And the other time I was actually on the ballot running for a delegate to the Republican National Convention in 1960.  But normally I vote for Democrats and we will see what happens. "
278,1:15:22,1:15:25,SPEAKER 1, Wow.  That's the first time I've ever heard you say something like that.
279,1:15:25,1:15:29,BUFFETT," Well, I've kept it a secret for all these years,  but now it comes out. "
280,1:15:29,1:15:32,SPEAKER 1, You just said that you're not a card carrying Democrat.
281,1:15:32,1:15:32,BUFFETT, That's true.
282,1:15:33,1:15:37,SPEAKER 1, You are a card carrying capitalist.  You actually have one of those in your wallet.  I've seen it.
283,1:15:38,1:15:48,BUFFETT," I don't know whether I'm a card carrying capitalist, right?  I don't think that's consistent with inconsistent with what I've said on politics.  Here it is.  I don't know whether that shows. "
284,1:15:48,1:15:50,SPEAKER 1," Those who can't see,  I'll show you on this camera right here. "
