,Start,End,Speaker,Text
336,1:34:56,1:35:45,BUFFETT," There's quite a premium.  And part of the premium is because you can borrow so much money so cheap,  so cheaply in buying those businesses.  Obviously, you can pay more for a business if you can borrow a very high percentage of  the purchase price and of the future cash flow committed to it.  And you can borrow low rates with with very little in the way of restrictions,  restrictive covenants or anything of the sort.  I mean, that's going to bring higher prices.  And the demand for that is huge.  And people look at those rates on the 30 year,  the 10 year, and they say to themselves,  gee, I can't live on that.  And so they they stretch and buy poor credits.  But that's that's just part of the human cycle over time.  And that that leads to something else.  And that leads to something else.  In the end, if you own good businesses at the right price,  you're going to do fine. "
337,1:35:45,1:35:57,SPEAKER 1," You're often quoted as saying that you don't know who's skinny dipping until the tide goes out.  Who's swimming naked?  Yeah, I'd goes out.  I remember maybe you get the sense with a high tide right now that there's a lot of skinny. "
338,1:35:57,1:36:41,BUFFETT," Well, we're certainly doing.  We're allowing people to borrow money on much weaker terms  than we were five or 10 years  ago.  You couldn't borrow money at all or for a period of 10 years ago.  I mean, you literally you could.  Berkshire couldn't borrow money.  I mean, everything stopped.  And now we've the pendulum has  swung dramatically.  And yet we still have you know,  we have very, very, very low rates.  It's hard to believe that 10 years or 20 years from now,  we will have a substantial continuation of negative interest rates.  But I've already seen things I didn't think could happen.  Who knows what could happen?  That's what makes it interesting. "
339,1:36:41,1:37:12,SPEAKER 1," Let's get back out to Omaha,  where Becky Quick is with Warren Buffett.  And there's a lot of important things happening.  But don't forget that March Madness is right around the corner,  Becky.  And you should see what he's doing right now,  Joe.  He was rubbing his hands as you said that.  Now you're talking his language.  Now.  Well, Creighton, it was 70 to 35 at one point.  And I had Creighton yesterday.  I don't know if you were paying attention to that.  Were you watching that at all?  Warren?  Nebraska plays tonight. "
340,1:37:12,1:37:17,BUFFETT, We pay attention.  We pay attention to Creighton out here.
341,1:37:18,1:37:47,SPEAKER 1," They're good.  We talked about it earlier this morning.  Off camera.  I think they're peaking.  I mean, they're getting better and better and better.  The three point shooting was I think that one guy was seven for seven at one point yesterday, which is  I'd be like seven for  ten thousand for three pointers, I think.  Anyway, get back to business.  I just I'm looking forward to it,  Warren.  And I know we always have our own personal bet.  If I get them all right,  you give me Berkshire Hathaway,  which would be cool for me. "
342,1:37:49,1:37:54,BUFFETT," I'll tell you, if you get if you get it all the way,  I'll give you my Berkshire Hathaway shares all the way to the 64. "
343,1:37:55,1:37:57,SPEAKER 1, Wow.  Wow.
344,1:37:57,1:37:58,BUFFETT, A bracket.
345,1:37:58,1:38:05,SPEAKER 1," I got a pledge against that's the ultimate giving.  Yeah,  that's how sure he is that you won't be able to do it. "
346,1:38:06,1:38:06,BUFFETT, I'm pretty sure.
347,1:38:06,1:39:07,SPEAKER 1," Andrew, I hear you.  I hear you have a question to Andrew.  I have I actually have a couple.  And I thought that I read the letter like everybody else over the weekend.  It was fascinated by so many of your comments.  Warren, specifically, I wanted to ask you,  you talk about diversity on boards in this letter.  And one of the things I wanted you to weigh in on,  if you could, is I don't know if you saw,  but David Salomon, the CEO of Goldman Sachs,  on our air, actually announced a couple of weeks ago that he won't be taking any companies public.  Goldman won't unless they have at least one diverse board member and are likely going to push that to two.  You know, in the state of California,  they put a law into place saying that you needed to have a female board member.  And I'm curious what you think of not just the push towards more diversity on boards, but the requirement.  Because I also note in your letter that you have very specific thoughts about what it means to be a board member,  what it means to be an independent board member, how wealth  is involved in all of that.  What are your thoughts?  Well,  at Berkshire for decades,  we've given the three factors in addition to integrity,  but for board membership.  And we want people who are business savvy.  We want them to have a  strong personal interest in Berkshire itself.  And we've got directors who really represent shareholders,  basically, at Berkshire.  And I think they do a great job.  Now, that doesn't mean that they don't think that we should delight our customers,  that we should treat associates well,  that we should behave well in our community,  both local and national.  But  our directors represent the shareholders.  So  Warren, just to just to follow up on it, though,  what's your thought about both the requirement that maybe banks and others,  investors are going to force companies to have diverse candidates on their board laws,  as I mentioned, in California?  Yeah,  I actually there there may be there's been sent to us a proposal,  which unless it's withdrawn,  will be on our proxy.  I can't tell you precisely what it says,  but the relationship issue and we will get our shareholders view on it.  But I,  I personally and I want shareholders that I want directors that represent the shareholders.  And, you know,  in terms of my estate,  you know, with with  maybe currently 80 billion dollars worth of shares to give to philanthropy,  I hope that we have  a and we do have a group of directors that I think will be very conscious of doing the right thing.  The reason I ask the question is because the other point you made,  which I think is a very smart one and is often misconstrued in the corporate governance land,  is that an independent director these days isn't always independent in large part.  And you make the point that those that don't come to the table with some form of wealth often need the job.  They need the money.  They want the money.  And therefore, that makes them less independent.  And the reason I ask this is one of the things as we've been trying to get more diverse candidates on boards,  more women on boards,  as you know, there are there are there are fewer CEOs,  fewer people who have made enormous amounts of money and people therefore they can question their independence.  It becomes a very tricky issue.  And that's what I was hoping you might weigh in on. "
348,1:41:42,1:43:47,BUFFETT," Yeah, Andrew, I've been on 21 publicly owned boards of publicly owned companies and I've seen them in operation.  And I would say that  that people that I have often seen and that's perfectly understandable.  I have often seen people who are classified as independent directors and they are getting three hundred thousand dollars a year for a job that takes them  a couple of days,  maybe six times a year,  maybe four times a year.  And the company flies into their office and it's very enjoyable and the company's good.  And and who wouldn't want a job like that?  I mean, it's an incredible job.  And people I get calls from I get calls from headhunters.  I get calls from CEOs and they ask,  you know, who I think would make a quote good and quote director.  And what they are asking is,  you know, who is not going to cause too much trouble and who is going to reflect who their name is going to reflect credit on the institution.  And they are not looking for somebody that that that I would regard as really independent.  And I don't blame them.  I mean, if if if I had spent my life being,  you know, a teacher or whatever it might be,  I mean, my IQ is just as high as the average or higher than the people on the boards.  And all that.  But on the other hand,  I want to get on a board.  I mean, three hundred thousand bucks a year would look terrific.  And you don't even have to retire.  Probably in most cases,  a sixty five or anything of the sort.  So to call them independent is ridiculous.  And if you're if you're on one board like that,  you want to really go on another one and make six hundred thousand a year.  And you are not going to do things that irritate your president,  CEO.  So when he or she gets a call and says,  would this guy make a good director,  that the answer is no.  It's it's it's just ridiculous to ignore the factor of compensation with board members. "
349,1:43:48,1:44:18,SPEAKER 1," OK,  all right, let me let me ask a follow up question that is similarly related.  Warren, and that's just having to do with sustainability,  all these issues that are out there,  guys in the control room.  Sorry, this is not where I told you I was going.  But Abhishek Bhojra wrote in a question.  He said Larry Fink recently said that our investment conviction is that sustainability and climate integrated portfolios can provide better risk adjusted return to investors.  What's your view on sustainable investing? "
350,1:44:19,1:44:53,BUFFETT," Well, I don't happen to make that decision when I'm  buying stocks in our portfolio.  I'm I what their individual policies are.  I think they're all pro social.  I mean, obviously,  you've got to be in tune with your society.  But if you if you think that I look down at a bunch of stocks and decide whether to buy Apple or whether to buy J.P.  Morgan or I am not I'm not using the the factors and and the delays out. "
351,1:44:53,1:45:28,SPEAKER 1," OK,  I want to run through a series of questions that have been in.  These are kind of all over the map.  So forgive me, we'll bounce around.  But these are questions that came in from viewers that I thought were good ones.  Lucas writes in, he said, did Justin Sun change your mind on cryptocurrency?  For anybody who doesn't know,  Justin Sun bought the dinner or the lunch that you just had from the last Glide Foundation fundraiser.  He is actively involved in Bitcoin.  After that meeting,  his PR people put out some notes saying that, you know,  you kind of listen to cryptocurrency and maybe you're a little more in tune with the idea of Bitcoin now.   Well, I would say this when Justin and four friends came,  they behaved perfectly and we had a good three and a half hour dinner.  And the whole thing was a very friendly exchange of ideas.  But cryptocurrency is basically have no value and they don't produce anything.  So you can look at your little ledger item for the next 20  years and it says you've got X of this cryptocurrency or that it doesn't reproduce.  It doesn't it doesn't deliver.  It can't mail you a check.  It can't do anything.  And what you hope is that somebody else comes along and pays you more money for it later on.  But then that person's got the problem.  But in terms of value,  you know, zero.  So it sounds like he did not change your position. "
352,1:46:09,1:46:25,BUFFETT," No, but I didn't change his either.  And I had a very pleasant dinner.  And those people were,  they behaved more than well.  And they gave four point six or Justin gave four point six million to Glide.  And that will buy a lot of meals and provide a lot of beds for people in San Francisco.  So I thank him. "
353,1:46:26,1:46:28,SPEAKER 1, He gave you some Bitcoin.  What's it feel like to be a Bitcoin?
354,1:46:28,1:46:32,BUFFETT, I don't have any Bitcoin.
355,1:46:33,1:46:39,SPEAKER 1," You don't?  No.  OK.  No, you don't own Bitcoin. "
356,1:46:39,1:46:44,BUFFETT," No, I do not own one.  I don't own any cryptocurrency.  I never will. "
357,1:46:45,1:46:45,SPEAKER 1," And,  you know, in the end,  I may start a war on currency.  You know, maybe I can create one and I'll say there's only gonna be 21 million of them.  And you can have a little ledger sheet from me and everything that says you have it.  And and you're going to have it after I die.  And but you can't do anything with it except sell it to somebody else.  And the interesting thing,  of course, is that  Bitcoin's been out there a long time and people  talked about how it would be used and in various kinds of  exchange.  But  none of our companies are doing business in in Bitcoin or anything.  Yeah. "
358,1:47:17,1:47:27,BUFFETT," Bitcoin has been used, I think,  to move around a fair amount of money illegally.  So the the  people in countries where you.  Yeah.  So the logical move from the introduction of Bitcoin is to go short suitcases  because the money that was taken in suitcases from one country to another suitcases will probably fall off in demand.  I mean, so you can look at that as the economic contribution of Bitcoin to the society is. "
359,1:47:48,1:48:10,SPEAKER 1," All right.  Let's talk about a question that comes in from Rusty Thomas.  And he has he's got a question on baseball.  He said, given Warren's love of baseball and the contrast between his deft management of the Solomon Brothers scandal and Major League Baseball's inexplicable mismanagement of the Astros sign stealing debacle.  What advice would Warren provide MLB Commissioner Manfred to restore confidence and integrity in the game? "
360,1:48:10,1:48:28,BUFFETT," Yeah, well,  it survived the Black Sox scandal back around 1920 and people will continue to love baseball.  But, you know,  it was one thing to steal signs if you were on second base.  But it's bad.  Baseball will get past this. "
361,1:48:29,1:48:34,SPEAKER 1, You're a huge baseball fan.  Were you?  Pardon me?  You're a huge baseball fan.  Were you surprised to hear about?
362,1:48:34,1:48:35,BUFFETT," Yeah, I was surprised to hear about it. "
363,1:48:36,1:48:36,SPEAKER 1, Yeah.
364,1:48:36,1:49:03,BUFFETT," But then I find out that Bobby Thompson's home.  You know,  somebody stole the sign,  I think, off Ralph Brank or somebody.  You know, so people are going to in any games,  including the stock market game,  you know, a certain number of people cheat.  And and generally we have people that administer things to try and minimize the cheating.  And and I'm sure that Major League Baseball will  will address the problem. "
365,1:49:03,1:49:05,SPEAKER 1, Should the Astros players get off scot-free?
366,1:49:05,1:49:12,BUFFETT," Oh, I'm not going to make a judgment on that.  But Joe Jackson certainly didn't. "
367,1:49:13,1:49:37,SPEAKER 1," Yeah.  Yeah.  Let me ask you about a question that came in from several viewers,  actually.  And that's about ETFs.  DeMosley Management wrote this version of the question.  And news agencies have reported that Berkshire Hathaway purchased two ETFs.  So can you talk about if this purchase happened and if the purchase happened,  who purchased the ETF for Berkshire Hathaway?  And how was the decision made to purchase it?  Yeah, it wasn't me.  It wasn't me or it wasn't Todd or it wasn't Ted.  And it happened in some pension fund. And we have a few pension funds that aren't actually managed by us.  But I all I can tell you is that nobody had  nobody that manages money at Berkshire is buying ETFs,  nor do I see any possibility that they will.  Another purchase that came up recently,  Kroger and Jason Escamilla writes in.  Was that one of yours or a lieutenant's pick? "
368,1:50:05,1:50:06,BUFFETT, It was one of the others.
369,1:50:08,1:50:08,SPEAKER 1," And,  you know, I know Kroger.  Kroger's done a good job,  but it's in a very tough business.  I mean, when you have  when you have Amazon and  Walmart slugging it out and Costco taking a special part of it and everything,  it's a tough business,  but they've done a good job.  And and one of our managers decided to buy that. And then Kraft Heinz.  This comes in from David Hall.  He says, Mr.  Buffett, while Kraft Heinz continues to whittle down their total debt,  do you feel that the current dividend payout is appropriate  or should it be reduced further to free up more cash flow to reduce debt more rapidly?  Now, I think Kraft Heinz should pay down its debt.  And it should."
370,1:50:48,1:51:12,BUFFETT," But I think under present circumstances,  it appears that it can pay the dividend and pay down debt at a reasonable rate.  And it has too much debt,  but it doesn't have some it doesn't have debt.  It can't pay down.  And the the debt holders are going to get the interest and the debt should come down year by year.  And I think it will.  And I think it can with the present dividend.  But who knows for sure in the future? "
371,1:51:13,1:51:18,SPEAKER 1," Theo Phelos writes in a similar question and says,  do you still believe in the company and management? "
372,1:51:18,1:51:33,BUFFETT," It's still a great business in the sense that it earns,  we'll say, five billion dollars after depreciation pre-tax on seven billion of tangible assets.  It uses about seven billion of fixed assets.  It has no working out. "
373,1:51:33,1:51:33,SPEAKER 1," I mean,  it's a very valuable business.  But we paid too much for for Kraft and we we took on more debt than that.  And but we paid too much.  Another question comes in from Beale again on Kraft Heinz.  And this person writes in private labels have performed very well against brands like Kraft Heinz,  but they haven't made a dent against other brands like Coca-Cola or C's.  Why do you think that is?  And how do you think about brands modes,  given your experience with Kraft? "
374,1:52:02,1:53:45,BUFFETT," Brands are always going to be in a fight with the retailer and.  And it varies by country enormously,  it varies by product category.  If people worked in a grocery store in 1941,  Charlie worked in state one in 1940,  people would call and they'd ask for a can of peas and I'd write down a can of peas.  They'd call it and they'd ask for  Heinz ketchup.  And I better get give them Heinz ketchup.  They didn't care which brand the peas were.  They didn't care that much whether the two quarts of milk we sent them were this brand or that brand.  But they cared whether it was it was it was Heinz ketchup.  That was 1941.  Some brands are terribly strong.  You can't bring out a a private label call and do very well with it.  And people have tried for a long,  long time.  On the other hand,  you can bring up private labels and lots of products and and they sell very well.  And, you know, you take  Costco with their own Kirkland label.  I mean, that that label grows dramatically.  It cuts across categories.  It it it, you know, it it's done since 1992 or whenever it was introduced.  Do what other people spent a hundred years,  you know, with huge amounts of advertising and special display,  all kinds of things.  So the battle goes on.  I would say that the retailer has gained ground against brands to some degree.  But brands are still terribly important.  I mean, try and give me a 10 billion dollar budget and ask me to bring out another Coca-Cola that makes a dent in Coca-Cola.  And I can't do it. "
375,1:53:45,1:54:04,SPEAKER 1," Warren, one of the questions that did come in,  it was something that you wrote about in the annual letter,  was the role that Greg and Ajit play.  Greg Abel, Ajit Jain, the two vice chairman who were recently added as vice chairman,  the role that they're going to be playing in the annual meeting with shareholders.  You said that they will play a larger role in the shareholder meeting.  How will that work? "
376,1:54:04,1:54:34,BUFFETT," Well, it will mean that any shareholder or any of the journalists there who are presenting questions from shareholders that have been sent to them can direct those questions to either Ajit or to Greg.  So if they were insurance questions,  they might want to direct them to Ajit,  not insurance questions to Greg.  But they will be there  and we'll have 60 or so questions.  We don't know what they're going to be.  And if anybody says,  I would like Greg to answer this or I would like Ajit to answer this,  then they're right there adjacent to us. "
377,1:54:34,1:54:36,SPEAKER 1, They'll be sitting on stage with you and Charlie?
378,1:54:36,1:54:42,BUFFETT," Well, there's this.  Yeah, there's there's somebody sitting in front of the crowd.  There's two different levels of tears there.  Yeah. "
379,1:54:43,1:54:52,SPEAKER 1," Again, you said you did this because you'd gotten a lot of questions from directors,  shareholders,  other people who had kind of advised you that they thought it was good for them to be playing a bigger role. "
380,1:54:52,1:55:05,BUFFETT, Everybody I heard from quite a few people now we directed questions out to them where they were sitting with the directors out in front.  Then the spotlight went down.  But this may encourage more questions directly of them.  And that'll be terrific.
381,1:55:06,1:55:17,SPEAKER 1," OK.  Jim Bean writes in a question,  he says, in the past, both you and Bill Gates have stated that half of the board meetings are spent discussing succession.  How has this changed since Ajit and Greg are on the board?  Do they leave the room? "
382,1:55:18,1:55:54,BUFFETT," They leave the room.  But  if I die tonight,  the board tomorrow morning knows exactly what they're going to do.  I hope they're polite about it,  let the body cool off.  Basically, they know what they're going to do.  And the interesting thing about it is  we own, you know, the Apple and JP Morgan,  all those things.  I don't know who's going to succeed the CEOs of  any of the companies.  I think that we own stock.  But we're well prepared for succession.  It's almost going to be embarrassing.  All right. "
383,1:55:54,1:56:07,SPEAKER 1," Let's get to a few more shareholder questions.  Chip Crook writes in a note and says it was reported that Boeing was looking for a large cash  loan.  Were you ever approached about Berkshire loaning the money,  kind of like the Goldman Sachs  deal from years ago? "
384,1:56:08,1:56:12,BUFFETT," I think I think Boeing's raised about 13 billion,  but that's bank type  money.  In other words, my memory is that it's maybe 1 percent.  They're looking for they're looking for traditional bank loans and we don't make traditional bank loans. "
385,1:56:24,1:56:44,SPEAKER 1," You also talked in the letter about how Berkshire Hathaway has Berkshire  Hathaway Energy, I should say, has the ability and the talent to manage big investments,  100 billion dollars and more.  I think you wrote,  we stand ready and willing and able on such opportunities.  California Governor Gavin Newsom asked you at one point to bid on PG&E.  Is that such an opportunity? "
386,1:56:45,1:57:09,BUFFETT," PG&E, we've obviously I mean,  we've worked with them for decades and been familiar with them.  But but  that doesn't that doesn't fit Berkshire.  But if there were 100 billion of transmission lines or whatever it might be,  Berkshire could do it.  I mean, and we would love it.  That happens to be a very tough thing to do because you cross all these states and everybody says not in my backyard and all that. "
387,1:57:09,1:57:09,SPEAKER 1," But  but there can be huge,  intelligent investment  made in the utility energy area and no one is better equipped to do it than Berkshire in both talent and resources.  Why does PG&E not fit that bill?  It's too tough.  I don't know the answer to it.  I mean, that rearranging that utility,  I think I know Governor Newsom.  I think he's a very,  very, very smart guy.  And in terms of  solving this problem, it's just not easy.  You've got so many constituencies and they're at each other's throats and there's lots of money involved. And"
388,1:57:46,1:57:50,BUFFETT, I don't want to be the guy.  I don't know how to solve all that.
389,1:57:50,1:58:14,SPEAKER 1," OK, let's go on to a question that is posed by Ken Ducey.  He says you sold 31 newspapers after buying them over 40 years as a self-described newspaper addict.  You said recently that most newspapers were toast.  I know that's not exactly that's not true.  This isn't his question.  You can answer that.  Yeah.  Do you believe the problem with local newspapers is a lack of demand or a lack of innovation and a new business model? "
390,1:58:14,1:59:31,BUFFETT," Well, the problem is that,  well, getting back to the toast comment,  Andy Shoreware actually is the fellow who said toast.  He was interviewing me and I repeated it.  But the the problem is even every day,  the circulation of the papers in every every print circulation goes down.  And the interesting thing about it,  of course, is that the three survivors so far that look promising online are The New York Times and The Wall Street Journal and The Washington Post.  All three of those papers  sold their smaller papers.  The New York Times sold,  I think, 11 papers  about seven or eight years ago.  The Dow Jones, which owned The Wall Street Journal and now is owned by News Corp,  they sold the Ottawa newspapers, eight papers.  Washington Post sold the Epoch Tarot.  So they all saw the handwriting on the wall before I did.  And they all sold their papers.  That was their reaction.  They did not they did not try and figure out the online solutions.  They got out of them.  And unfortunately, I bought some and we're still in.  I mean, we are financing Lee and we think Lee has by far the best opportunity  to continue print as long as anybody and to find an online solution for these papers.  So we put new money into the newspaper industry here or we've committed to do it. "
391,1:59:31,1:59:44,SPEAKER 1," It will close in a month or two.  And then finally, very quickly, we are in the Berkshire Hathaway's headquarters  building here in Omaha.  Strom writes in a question,  says, why did you decide to rent your offices for all these  years instead of buying the building or building your own office building? "
392,1:59:44,1:59:54,BUFFETT," Well, we only use one floor of the 15 floors here,  but we have signed a lease for the  next 20 years on one more floor.  So it shows just how flexible our thinking is about the future. "
393,1:59:54,1:59:56,SPEAKER 1, How much growth you're anticipating?
394,1:59:56,2:00:04,BUFFETT," Yeah, we don't want a big headquarters office.  If we had a big headquarters office,  we'd fill it.  Believe me, I mean, if we had 15 floors of our own,  we'd have 15 floors worth of people. "
395,2:00:06,2:00:22,SPEAKER 1," Warren, before we let you go,  let's just go back to the futures again this morning,  because right now the Dow is indicated to open down about 100 or 830 points.  Weakness again on concerns about coronavirus and what that means.  What's your mentality today as you kind of go out and look at the stock market and decide what you're going to do? "
396,2:00:23,2:00:33,BUFFETT, We're buying businesses to own for 20 or 30 years.  We buy them in whole.  We buy them in part.  They're called stocks when we buy them in part.  And we think the 20 and 30 year outlook has not changed by coronavirus.
397,2:00:34,2:00:40,SPEAKER 1," All right,  Warren, I want to thank you for your time today.  We really appreciate it.  Your generosity with your time.  And we hope to see you again soon. "
398,2:00:41,2:00:42,BUFFETT, Come every year.
399,2:00:42,2:00:42,SPEAKER 1, Thank you.
400,0:00:00,0:00:05,BUFFETT, various degrees in the last six months or so at various times.
401,0:00:06,0:00:12,BUFFETT," The businesses have left the incredible period,  which is about as extraordinary as I've seen in business since World War II,  where the government would port out a lot of money to people who couldn't get goods."
402,0:00:23,0:00:25,SPEAKER 3," It was more extreme in World War II,  but this was extreme this time. And it was just a question of getting goods to deliver, and people bought, and they didn't wait for sales. And if you couldn't sell them one thing, they would put another thing in the backlog.  It was an extraordinary period,  and that period has ended."
403,0:00:45,0:00:46,BUFFETT," It hasn't ended with,  as you know, it isn't that employment's fallen off a cliff or anything in the least,  but it is a different climate than it was six months ago.  And a number of our managers were surprised.  Some of them had too much inventory on order, and then all of a sudden it got delivered, and people weren't in the same frame of mind as earlier.  And now we'll start having sales at places where we didn't need to have sales before.  But despite the fact  that this year, I think in general,  will be slower than last year,  we actually are situated so that I would expect, and believe me when I say expect,  it's nothing is sure, nothing's sure tomorrow,  nothing's sure next year, and nothing is ever sure, either in markets or in business forecasts or anything else. And we don't pay much attention to markets or forecasts unless the markets  happen to offer something interesting to do."
404,0:01:55,0:01:55,SPEAKER 1," But  nevertheless, we are positioned in two respects, as you'll see from this first report.  Our investment income is going to be a lot larger this year than last year,  and that's built in.  I  mean,  we had, as you'll see in a minute,  we've had $125 billion or so in very short-term investments,  and believe it or not, not that long ago,  we were getting four basis points,  which is next to nothing, on that $125 billion, which means we were getting $50 million a year,  and now the same money the other,  just day or day before yesterday, we actually bought, because of some funny twist in the market because of doubts about the deficit ceiling,  or the debt ceiling,  we bought $3 billion of bills at a 590,  that's 5.9,  5.92,  bond equivalent yield.  So we will have  what produced us not that long ago on a 12-month basis was producing $50 million a year,  producing something in the area of $5 billion a year."
405,0:03:19,0:03:26,SPEAKER 3," So we're in a position where the investment income is essentially,  well, it is certain to increase quite a bit.  And insurance underwriting is not,  it does not correlate with business activity.  It depends on things like hurricanes and earthquakes and  other events.  So on a perspective basis, on a probability basis, we're likely to have a better year this year in insurance underwriting than we had last year.  It just isn't affected by what you might call the business cycle,  or what applies to generally an industry,  pee-tailing, you name it.  So I would expect,  in one massive earthquake or one hurricane that came in at just the wrong place,  can affect that prediction."
406,0:04:27,0:04:31,SPEAKER 1," But on a probabilistic basis,  our insurance looks better this year. "
407,0:04:32,0:04:38,BUFFETT," So if you get two of the elements there of our earnings that  look like they will swing in our direction, I would expect, but I can't promise that our operating earnings will be greater than last year.  And if we'll move to the second slide,  I give you those operating earnings figures just to give you  an overview of what has happened since the pandemic started and often the year before as a base.  And we retain all our earnings, as you know.  So if we're retaining $30 or $35 billion or whatever it may be a year, you should expect more operating earnings over time.  I mean,  this number should be significantly higher five or ten or 15 years from now because we have the advantage of retaining earnings. And that's what got us to these figures because they were essentially nothing when we started. And they got there by retaining earnings and will keep retaining earnings.  So it's no great triumph if these numbers move up.  And what we hope is that they move up at a reasonable rate."
408,0:05:51,0:05:52,SPEAKER 1," Historically,  they moved up at an unreasonable rate sometimes, but we were working with much smaller sums then. And that can't be repeated with our present capital base."
409,0:06:01,0:06:04,BUFFETT," Because I note there,  I believe it's on this slide. "
410,0:06:04,0:06:05,SPEAKER 3," Let's take a look.   Now that'll be,  let's see, it's on the next page.  Let's move to the next slide.  We show that we had on March 31st,  now $504 billion.  Of gap net worth.  Now what might surprise you is that there's no other company in the United States,  no other company that has a number that is that large."
411,0:06:44,0:06:45,BUFFETT," Now,  that isn't because we've got the most valuable company in the United States.  Other companies have used their money to repurchase shares.  They could have accumulated $504 billion in gap.  But basically we have more  under gap accounting now than any other company in the US.  And of course, if you measure return on equity,  that becomes a very big number to increase at a rapid rate, but we hope to do so.  Not a rapid rate,  a decent rate. And right below that,  you see something called float.  And float is money that  is left in our hands somewhat akin,  but very importantly different than a bank deposit.  But you have to pay interest to get a bank deposit,  you have to pay more interest these days, and you have to run a bank and do a lot of things.  And basically,  this is money that represents unpaid losses at this time."
412,0:08:01,0:08:03,SPEAKER 1," You get paid in advance in insurance.   So what shows up as a net liability on our balance sheet  is gives us funds to exercise with an amount of discretion that no other insurance company that I know of in the world enjoys,  just because we have so much net worth.  And our float now comes to $165 billion.  And the man sitting on the far left is responsible for moving that number up from a pittance in 1986 to this incredible figure,  which in most years,  practically all years, hasn't cost us anything. So it's like  having a bank with no employees,  no interest,  and no ability to withdraw the money in a hurry that we have working for us.  And it's a very valuable asset that  shows up as a liability. And"
413,0:09:08,0:09:35,BUFFETT," Ajit  is responsible for building up this treasure,  which has been done by  out-competing insurance companies all over the world.  And now a number of our insurance companies,  in turn, are run by talented managers who contributed one way or another.  Start with Geico,  the beginning of my career. And that float, if you think about it,  just think of a balance sheet.  You've got liabilities here,  and you've got assets over here. And the liability side finances the asset side."
414,0:09:51,0:09:52,SPEAKER 1," It's very simple.  And stockholders' equity finances it,  long-term debt finances it, and so on.  But stockholders' equity is very expensive in a real sense."
415,0:10:03,0:10:05,SPEAKER 3," Long-term debt has been cheap for a while,  but it can get expensive, and it can also become due eventually,  and it may not be available.  But float  is another item that shows it's a liability, but hasn't cost us anything. And it can't disappear in a hurry.  And it  finances the asset side in the same way as stockholders' equity.  And nobody else thinks of it much that way, but we've always thought of it that way, and it's built up over time."
416,0:10:36,0:10:43,SPEAKER 2," So I show at the bottom what's happened with cash and Treasury bills through March 31st.  And I will tell you that in the month of April, we probably added about $7 billion to that factor.  Now, part of that is because we didn't buy as much stock,  because that reduces cash and Treasury bills.  We bought about $400 million worth of stock in the month of April.  That's a minus in terms of cash available.  And we, however, sold some stock which produced maybe $4 billion. And of course, we had operating earnings, probably $2.5 billion or something in that area. And my guess is we probably increased our cash and Treasury bills $6 and $7 billion in the month.  And I just want to give you a feel for how the cash flows at Berkshire. And then if we move to the final, I think it's the final one,  next to the last one."
417,0:11:47,0:11:49,BUFFETT," No, I think it is the last one. "
418,0:11:49,0:11:50,SPEAKER 3," Let's see, is it the fourth? "
419,0:11:51,0:11:52,BUFFETT," Yeah.  We  should have the one up there, Class A equivalent shares outstanding. And you'll notice that every year, the number of our shares go down.  So if we own more businesses and the businesses make more money, your share as shareholders, as owners of Berkshire, increases every year without you laying out any money.  Now, you're laying out the alternative which you could receive in dividends.  But the reason we've  gotten to where we are is because we kept the money.  We did pay a dividend in 1967,  10 cents to share.  It was a terrible mistake.  And I always tell people that I'd left for  the men's room and the directors voted while I was gone.  But that isn't true.  I was there, I confess.  But we reinvested and that's produced the $500 billion plus of shareholders' equity and the $30 billion plus of operating earnings.  And we'll continue to follow that policy because it makes a great deal of sense.  And with that,  I think we've taken care of the preliminaries. "
420,0:13:08,0:13:09,SPEAKER 6," You can study that  the 10Q is on the web page.  And if you have a week or two vacation, you could spend it reading the 10Q."
421,0:13:23,0:13:25,SPEAKER 5," But that is the essence of Berkshire.  And with that, I will start with Becky Quick. And we will alternate between Becky and the audience.  And her questions have come in from all over the country.  And I believe you identified the center. And go to it, Becky."
422,0:13:42,0:13:55,SPEAKER 6," Thanks, Warren.  The first question comes in from Randy Jeffs in Irvine, California.  And his question is,  if Silicon Valley Banks deposit had not been fully covered,  what do you think the economic consequences would have been to the nation? "
423,0:13:55,0:13:58,SPEAKER 1," Well,  I would just simply say it would have been catastrophic. And that's why they were covered. And even though the FDIC limit is $250,000, that's the way the statute reads.  But that is not the way the U.S. is going to behave any more than they're going to let the debt ceiling cause the world to go into turmoil. And they,  well, I can't imagine anybody in the administration, in the Congress, in the Federal Reserve,  whatever it may have been, FDIC, I can't imagine anybody saying, I'd like to be the one on television tomorrow and explain to the American public why we're keeping only $250 ,000 insured. And we're going to start a run on every bank in the country and disrupt the world financial system."
424,0:14:59,0:15:02,BUFFETT, So I think it was inevitable.
425,0:15:03,0:15:03,SPEAKER 1," Charlie, do you have any? "
426,0:15:06,0:15:08,SPEAKER 3," No, I have nothing to add.   Okay.  Well,  incidentally, I should mention this now."
427,0:15:14,0:15:14,BUFFETT," Ajit  and Greg will be here in the morning session, which ends at noon. And so if you've got questions to direct to them, the time to do it is in the first half of the show. And then after lunch, Charlie and I will be back."
428,0:15:31,0:15:32,SPEAKER 1, Okay.
429,0:15:33,0:15:34,SPEAKER 3, Area one.
