,Start,End,Speaker,Text
248,1:45:08,1:45:11,SPEAKER 1, We don't have investor calls.
249,1:45:11,1:45:16,SPEAKER 3," We don't have to make promises.  We get a chance to make our own  mistakes and occasionally find something that works well.  But we recognize that  the people in this room and people like them are the ones we're working for, and we're not working for a bunch of people that care about whether we meet the quarter estimate or anything."
250,1:45:36,1:46:02,SPEAKER 5," So we have a freedom that we get to use.  And we're interested in owning a wonderful business forever.  Well, there aren't very many wonderful businesses,  but we do learn a lot as we go along.  Charlie and I have often mentioned how we learned so much when we bought See's Candy,  which we did."
251,1:46:04,1:46:19,SPEAKER 1," But we learned when we bought Ben Rogers'  chain of women's dress shops spread all over the eastern part of the country.  We learned when we tried getting into the department store business back in 1966.  And as the ink was drying on our purchase price, we realized we'd done something dumb."
252,1:46:25,1:46:29,SPEAKER 5, We're learning all the time how consumers behave.
253,1:46:30,1:46:34,SPEAKER 1," I'm not going to be able to learn the technical aspects of businesses,  but that would be nice if I knew it.  But it isn't essential.  And  we are obviously, we've got a business at Apple which is larger than our energy business. And we may only own 5.6 or 7 percent, but our ownership goes up every year.  And I don't understand the phone at all, but I do understand consumer behavior.  And I know how people think about whether to buy a second car.  I know how they go out to different,  we own auto dealerships."
254,1:47:17,1:47:31,BUFFETT," We're learning all the time from all of our businesses how people react to animals versus selling them something else.  And so See's was a sort of breakthrough,  but we just keep learning as to more about how people behave and how a good business can turn into a bad business and how some good businesses can maintain their competitive advantage over time. And so we don't have some formula."
255,1:48:01,1:48:07,SPEAKER 1, But we can also tell in 10 seconds whether it's something of interest.
256,1:48:08,1:48:14,SPEAKER 5," I mean, when I get these calls and we want to send decks and all that sort of thing,  which is nonsense.  I mean, it's a bunch of guys sitting, get paid for drawing up these projections of the future and everything like that.  If they knew the future, we don't know the future, but we do know certain kinds of businesses.  We know what the right price is and we know what we think we can project out in terms of consumer behavior and consumer and threats to a business.  And that's what we've been about and that's what we'll continue to be about. "
257,1:48:45,1:48:46,SPEAKER 3," We do get,  we don't get smarter over time."
258,1:48:49,1:48:51,SPEAKER 5," We get a little wiser though,  following it over time.  And you can do it while sitting in the office with a telephone too, which we like.  Charlie?"
259,1:48:59,1:49:04,SPEAKER 7," Well, tell them the story of the Japanese investment.  That should be told again. "
260,1:49:05,1:49:05,SPEAKER 2, That's  a nice story.
261,1:49:08,1:49:10,SPEAKER 1," Yeah.  Well, it was pretty simple.  I mean, I,  you know, back  when I started, other people were going through Playboy and I was going through Moody's, you know, basically.  And there's a movie out called Turn Every Page,  which I saw again for the second time a couple of days ago.  Lizzie Gottlieb and I recommend everybody in this world watch that because I turned every page in the past. And I did it for thousands and thousands of pages in Moody's and I did it at the Department of Public Utilities in"
262,1:49:42,1:49:42,SPEAKER 3," Boston.   I did it in the insurance department.  It just kept turning pages.  Well,  that goes on for a while, but now we need big ideas in order to find things. And what was your question, Charlie?  Tell them about the Japanese. "
263,1:50:01,1:50:08,BUFFETT," Well, the Japanese thing was simple.  I mean, I like looking at companies.  I mean, I like looking at  figures about companies. And here were five very, very substantial companies, understandable companies."
264,1:50:18,1:50:18,SPEAKER 1," Most of them,  maybe all of them, we'd done business with in a dozen different ways.  If you go a couple of miles from where this place is,  our last coal generating plant was built."
265,1:50:31,1:50:32,SPEAKER 3, By one of the companies.
266,1:50:33,1:50:36,SPEAKER 1," So here they were.   They were sitting as a group  where they were earning,  we'll say, 14 percent  on what we were going to pay to buy them.  They were paying decent dividends.  They were going to repurchase shares in some cases.  They owned a whole bunch of businesses that we could understand as a group, although we didn't mean we had deep understanding on any of them.  But we've seen them operate and everything. "
267,1:51:00,1:51:01,BUFFETT," There wasn't anything to it.  And at the same time,  we could take out the currency risk by financing in yen.  And that was going to cost us a half of one percent.  Well, if you get 14 percent on one side,  a half a percent on the other side. And you've got money that, you know,  forever. And they're doing intelligent things and they're sizable."
268,1:51:24,1:51:25,SPEAKER 3, So  we just started buying them.
269,1:51:28,1:51:35,SPEAKER 1," I didn't even probably tell Greg until maybe six months  after we'd gotten going.  And then when we hit five percent  in all of them,  we announced on my birthday and at 90,  that we owned over five percent and recently went over for the first time to visit with them. And we were more than pleasantly surprised, delighted with what we find there. And now we own 7.4 percent of them.  We won't go over 9.9 without their agreeing.  And we sold another 164, whatever it is."
270,1:52:07,1:52:11,BUFFETT, A billion of yen.
271,1:52:11,1:52:33,SPEAKER 1," They would have done for us if we only had five billion dollars or something  and made ten billion dollars.  Simply in that way,  we would look like heroes now,  10 billion just sort of disappears as a  little dot in Bursch's report.  But it's fun and it is fun and it is ten billion dollars.  And Charlie says it keeps and Charlie says it keeps me out of bars.  I probably talked to Charlie about this the year after I started.  I don't know.  But who knows?"
272,1:52:45,1:52:51,SPEAKER 3," I mean, I knew he'd like it.  I mean, obviously.  And we tried to do every dollar we could do. "
273,1:52:51,1:52:53,SPEAKER 7, We could only do about 10 billion.
274,1:52:54,1:52:54,SPEAKER 1, Yeah.
275,1:52:54,1:52:55,SPEAKER 3," Well, not even that. "
276,1:52:55,1:52:56,SPEAKER 1," Quite that much.  Yeah.   But, you know,  we are four or five billion ahead plus dividends.  And we got a carry that's terrific. And and,  you know, and they welcome us and they should welcome us. And but we we love it the way they're operating."
277,1:53:12,1:53:18,BUFFETT, We're not there to tell them what to do in the least.  So we did.
278,1:53:19,1:53:22,SPEAKER 5," But we did say we never go over nine point nine and we mean it.  And they they know that  we'll be true to our word. And I went over there partly to introduce Greg to those people,  because we're going to be with them 10,  20, 30, 40 years from now.  And they may occasionally find something that we can do jointly.  And they look they look forward to doing that.  We look forward to it.  And in addition, we have some other operating businesses in Japan."
279,1:53:47,1:54:24,SPEAKER 1," So,  Greg, do you have anything?  The only thing I would add is that one is more than you went over there.  It was to build the build the trust with these Japanese companies,  because we do hope there's long term opportunities.  But fundamentally, as you highlighted,  they're an incredible they've been a very good investment.  I'd also highlight the five meetings we had  were really quite remarkable.  I mean, these companies,  the culture and the history around it,  how proud they are.  You know, there's just moments of learning from them.  So it was just a great experience to to spend really two days with the five companies.  And an issue that we intended to be 56 billion yen that we were issuing and selling turned out to be one hundred and sixty four point four or something like that.  Everything everything's worked so well.  And as Charlie says,  it you know, it doesn't move 500 billion of net worth that much."
280,1:54:45,1:54:47,BUFFETT," But this one is,  you know, it will keep adding over the years to the Berkshire's value with very widespread,  probably four or five hundred million dollars a year."
281,1:54:58,1:55:06,SPEAKER 5," And, you know, we'll just keep looking for more opportunities.  And and Japan,  we have  Berkshire is the largest borrower outside of corporate borrow outside of  Japan that that exists.  And we didn't set out to be that.  It's it's turned out that way. And and we're not done.  I mean, you know, in terms of  what may come along there.  And we have some direct operations there, as I mentioned.  And we've got some really wonderful partners working for us. And I don't have to do anything."
282,1:55:45,1:55:48,SPEAKER 1," OK, Becky. "
283,1:55:49,1:56:20,SPEAKER 6," The next question comes from Ellie Amin, Tibet,  who asks during an episode of investing the Templeton Way podcast, Professor Damodaran,  who he respects almost as much as Warren and Charlie mentioned that he is not comfortable with positions becoming a large part of his portfolio,  for example, when they reach twenty five to thirty five percent.  He mentioned that Apple is now thirty five percent of Berkshire's portfolio and thinks that that is near a danger zone.  Wonders if Warren and Charlie can comment. "
284,1:56:21,1:56:23,SPEAKER 1," I'll leave him in one comment first,  but Charlie will come up with. "
285,1:56:24,1:56:25,SPEAKER 7, I think he's out of his mind.
286,1:56:25,1:56:52,BUFFETT," Yeah, I know.  But  Apple is not thirty five percent of a Berkshire portfolio.  Berkshire's portfolio includes the railroad,  the energy business, animals,  you name it, sees candy.  They're all businesses.  And,  you know, the good thing about Apple is that we we can go up.  They buy in their stock and instead of owning five point six percent,  you know, they get down to they got about fifteen billion, seven hundred and some million shares outstanding."
287,1:57:01,1:57:14,SPEAKER 3," They get down to fifteen and a quarter billion without us doing anything.  We got six percent.  So we can't own more than one hundred percent of the world.  BNSF, we can't own more than one hundred percent of animals or sees candy.  And it'd be nice."
288,1:57:17,1:57:18,SPEAKER 1," We'd love to own 200 percent,  but this isn't doable.  But they're all the same.  They're good businesses.  And to think that  our criterion,  our criteria for Apple is different  than the other businesses we own.  It just happens to be a better business than any we own.  And we put a fair amount of money in it, but we haven't got more money in it than we've got in the railroad. And Apple is a better business.  Our railroad is a very good business,  but it's not remotely as good as Apple's business.  But  Apple has a position with consumers where they're paying, you know, maybe they pay fifteen hundred bucks or whatever it may be for a phone.  And these same people pay thirty five thousand dollars for having a second car.  And if they had to give up a second car or give up their iPhone, they'd give up their second car.  I mean, it's an extraordinary problem. "
289,1:58:17,1:58:20,SPEAKER 5, We don't have anything like that that we own a hundred percent of.
290,1:58:20,1:58:43,BUFFETT," But we're very, very, very happy to have five point six or whatever it may be percent.  And we're delighted every tenth of a percent that goes up.  It's like adding one hundred million dollars to our earnings.  I mean, our share of the earnings.  And they use their earnings to buy out  our partners, which we're glad to see them sell out to the index funds have to sell.  They bring the number of shares down.  And,  you know, we went up slightly last year and I made a mistake a couple of years ago when I sold some shares."
291,1:58:54,1:58:54,SPEAKER 5, I had  certain certain reasons why gains were useful to take that year from a tax standpoint.  But having heard having heard me say that it was a dumb decision.
292,1:59:10,1:59:11,SPEAKER 3," And.   Well, you've already given your comment about it,  but but we do not have thirty five percent of Berkshire's portfolio.  Berkshire's portfolio is the  funds we have to work with and we want to own good businesses and we also want to have plenty of liquidity.  And beyond that,  you know, the sky's the limit or  or our mistakes.  Who knows what the bottom is?  Charlie, do you want to add anything to your earlier comment?"
293,1:59:41,2:00:12,SPEAKER 7," Well, I think.  One of the inane things that's taught in modern university education is that a vast diversification is absolutely mandatory and investing in common stocks.  That is an insane idea.  It's not that easy to have a vast plethora of  good opportunities that are easily identified.  And if you've only got three,  I'd rather be in my best ideas instead of my worst. "
294,2:00:13,2:00:13,BUFFETT, And.
295,2:00:15,2:01:09,SPEAKER 7," Now some people can't tell their best ideas from their worst and in the act of deciding that  investment already is good,  they get to thinking it's better than it is.  I think we make fewer mistakes like that than other people.  And that is a blessing to us.  We're not so smart,  but we kind of know where the edge of our smartness is.  That is a very important part of  practical intelligence.  And a lot of people who are geniuses on IQ tests think they're a lot smarter than they are.  And what they are is dangerous.  And and but if you know the edge of your own ability pretty well,  you should ignore most of the notions of our experts about  what I call de-worsification of portfolios. "
296,2:01:09,2:01:12,SPEAKER 3, OK.
297,2:01:14,2:02:58,SPEAKER 1," Yeah.  Session nine.  Hi, Charlie.  Hi, Charlie and Warren.  Thank you for this superb shareholder meeting celebration.  My name is David Chung from Hong Kong and a proud graduate of Chicago Booth.  I'm also here with my two sons,  Aidan and Ashton, who's currently studying at University of Chicago as a freshman and sophomore.  This is my second time attending the conference,  last being 2019,  four years ago,  which I was only a guest shareholder of my friend Andrew.  So  after the shareholder meeting,  I have decided to buy into Berkshire Hathaway,  which has given me a great return of 62 percent since 2019.  So I want to thank you for that.  I have also taken one of your advice to give my children a share for each of their birthdays.  Although they want a Berkshire Hathaway A shares,  they will do just fine with B shares.  My question is,  how do you see the current U.S.  China Internet companies valuation and the price disparity?  Given there has been many uncertainties such as geopolitical tensions,  significant cost optimizations with leaner U.S.  tech firms,  while China Tech has been through all that already.  Thank you.  Well,  there's been some tension in the economic relationship of  the United States and China.  I think that  that tension has been wrongly created on both sides.  I think we're equally guilty of being stupid.  There's one thing we should do.  It's get along on the other side.  I think we should get along on the other side.   I think we're equally guilty of being stupid.  There's one thing we should do.  It's get along with China.  And we should have a lot of free trade with China in our mutual interest.  And I just can't imagine.  It's just so obvious.  There's so much safety and so much creativity that's possible.  Think of what Apple has done by engaging in a  partnership with China as a big supplier.  It's been good for Apple and good for China.  That's the kind of business we ought to be doing with China.  And moreover, everything that increases the tension between the two companies is stupid,  stupid, stupid.  And it ought to be stopped on each side.  And each side ought to respond to the other side's stupidity with reciprocal kindness.  That's my view.  And it creates one enormous problem,  of course, which is that you have the two superpowers of the world,  and they know they have to  get along with each other.  Either one can destroy the other.  And they're going to be competitive with each other."
298,2:04:34,2:04:40,BUFFETT," But part of it is trying,  always in a game like that,  is trying to judge how far you can push the other guy without them reacting wrong.  And if either side is a bully in some ways,  they can get away with it to an extent,  because the alternative is – would drive them both into destruction.  But if they push it too far,  they increase the probability that something really does go wrong.  So it's a – it's one of those game theory dilemmas."
299,2:05:11,2:05:26,SPEAKER 3," But you really need the leader of both countries,  and you need the populace to understand at least the general situation  in which these countries are going to operate over the next century,  and know that some leader that promises too much  can get you in a hell of a lot of trouble. And that – like, you know, you've got one kind of a system that gets its leader one way,  and you've got another system that gets its leader another way. And keeping either side from trying to play the game too hard and thinking the other side will go along, you know,  it's like playing chicken, you know, and driving toward a cliff."
300,2:06:04,2:06:12,BUFFETT," So it is – if you've got any diplomacy skills,  persuasive skills, or anything like that,  you really want people that will convince the other country as well as his own or her own country that this is what we're engaged in, we've got to do it right."
301,2:06:27,2:06:32,SPEAKER 3," We won't give away the store,  but we won't try and take the whole store either.  And it – we're just at the beginning of this, unfortunately.  I mean, we've learned what the situation was.  It used to be the Soviet. And mutually assured destruction was our policy then, and that kept a lot of things from happening."
302,2:06:53,2:06:59,BUFFETT," But it also came with a very,  very, very close call with Cuba.  And these are not – you know, these are different games than existed hundreds of years ago."
303,2:07:07,2:07:08,SPEAKER 3," You could – you know,  Britain might rule the seas or France or Spain, but now you're playing with a game that you can't really make a huge mistake in. And I think that that should be – the better that's understood in both countries, the more the leaders feel that their citizenry does understand that, the better off we'll be. And that  a lot of demography or the – a lot of inflammatory speaking, but a lot of authoritarian action,  I mean, it all carries its dangers. And the world has stumbled through the years post-1945 with a lot of close calls from the – in the nuclear arena.  And now we've got pandemics and we've got cyber and a whole bunch of other things."
304,2:08:13,2:08:18,BUFFETT, So we've got more tools of destruction than the world's ever had.  And  it's imperative that
305,2:08:23,2:08:30,SPEAKER 5, China and the United States both understand what the game is and understand that you can't push too hard.
306,2:08:31,2:08:32,SPEAKER 1," But we're going –  but both places are going to be competitive. And both can prosper.  That's what really is – that's the vision that  is out there, that  China will have a more wonderful country,  the United States will have a more wonderful country.  And the two are not just compatible, they're almost imperative in terms of what's going to happen in the next 100 years or so. And I think that the leaders of both countries have got an important job in having that  understood and not to do inflammatory things. And we'll see whether the luck that has taken us from 1945 to present holds out.  And I think we can affect to some extent that luck.  And with that shory message,  we will move to Becky."
307,2:09:36,2:10:05,SPEAKER 6," This question comes from Rohit Bellany.  Berkshire bought a substantial position in Taiwan Semiconductor and,  contrary to its normal holding timeline,  sold almost the entire position within a few short months.  While you cited in a CNBC interview that geopolitical issues were the catalyst,  these issues were seemingly no different when you acquired that stock.  So what else, if anything, changed in those few months and prompted the firm to offload close to $5 billion worth of Taiwan Semiconductor shares? "
308,2:10:05,2:10:08,SPEAKER 5," Taiwan Semiconductor is one of the best  managed companies and important companies in the world.  And I think you'll be able to say the same thing five or ten or twenty years from now.  I don't like its location and I've re-evaluated that.  I  mean, I don't think it should be any place but Taiwan,  although they will be obviously opening up  ship capacity in this country. And actually, one of our subsidiaries that we got in Allegheny is participating in their Arizona construction activities."
309,2:10:49,2:10:50,BUFFETT," But  it's a question of we would rather have the same kind of company. And there's nobody in the chip industry that's in their league,  at least in my view. And the man that is a 91-year-old or so that connected with it, that I think I played bridge with in Albuquerque.  And marvelous people, marvelous company, but  I'd rather find a marvelous people."
310,2:11:36,2:11:38,SPEAKER 1," I won't find it in the chip industry,  but marvelous people and marvelous competitive position and everything.  I'd rather find it in the United States.  I feel better about the capital that we've got  deployed in Japan than in Taiwan.  I  wish it weren't so, but I think that's the reality.  And I've re-evaluated that  in the light of certain things that were going on."
311,2:12:03,2:12:03,SPEAKER 3, Troy?
312,2:12:04,2:12:07,SPEAKER 7," Well, my view is that Warren ought to feel comfortable if he wants to. "
313,2:12:07,2:12:12,SPEAKER 1, Put that in the minutes.
314,2:12:13,2:12:15,SPEAKER 3," Okay,  station 10.  First of all,  thank you for making our lives better.  My name is Bogumil Baranowski.  I'm a founding partner of Sika's Soshitsu in New York.  We manage multi-generational family fortunes,  hence my question.  Mr.  Buffett,  in 1976,  in your tribute to Benjamin Graham,  you wrote,  Walter Lippman spoke of men who plant trees that other men will sit under.  Ben Graham was such a man.  You're both such people.  Could you share with us your 100-year vision for Berkshire?  It's a question to you both.  Yeah, I would like to add one thing about Ben Graham.  Ben Graham did all kinds of things for me,  and he never expected one thing in return.  I mean, just you name it,  and he did it. And there wasn't any hidden, you know, or a hint, I should say, of anything he expected in return. And I  checked—well, he wrote a book in 1949 that, in a sense, said to me in very persuasive terms that what I'd been spending my previous eight or nine years working at and loving was all wrong. And that book has been—I check it every now and then on Amazon to where it ranks, and, you know, Amazon ranks hundreds and hundreds and hundreds of thousands of books by sales. And Ben Graham's book has been up there, like, number 300 or 350 or something like that forever. And there isn't any book like that."
315,2:14:22,2:14:31,SPEAKER 1," I wrote  Harper Collins a note the other day,  because they're bringing out another edition.  And I asked them how many copies had been sold,  and they said the records didn't go back  far enough."
316,2:14:33,2:14:48,SPEAKER 5," But they had 7.3 million copies of this little book  that changed my life and continues to outsell every investment book,  and investment books come along, and, you know, they're number 400 or 1"
317,2:14:54,2:14:55,SPEAKER 3,",000 or something for a while,  and then all of a sudden they're numbered 25"
318,2:14:57,2:14:59,BUFFETT,",000 or 200,000.  And this book, you know, in how many areas can you find any book that has had that sustained position?  You can't—you go back and look at number one in 1950 or number two or number three,  and you look at it in 1951 and 1952."
319,2:15:18,2:15:23,SPEAKER 5," They don't continue.  I mean, they just don't continue.  Cookbooks,  maybe one or two of them last for a while,  but there is nothing. And this book lives on, and everybody keeps bringing out new books and saying a lot of other things,  but they aren't saying anything that's as important as what he said in 1949 in this relatively thin little book."
320,2:15:40,2:15:42,BUFFETT," So,  you  know, our vision for Berkshire is exactly what we said today.  We want it to be a company that is owned by its shareholders and behaves in a way that  society is happy that it exists and not unhappy. And we will have unlimited capital."
321,2:16:07,2:16:08,SPEAKER 5," We'll get lots of talent.  And we've got a base that can't be beat. And there's no reason why it can't be perpetuated,  just like Ben's book, and maybe be an example to other people.  And if so, we'll be very happy."
322,2:16:25,2:16:25,SPEAKER 3, Charlie?
323,2:16:27,2:16:40,SPEAKER 7," Yeah, one of the really interesting things about  Ben—he was a really gifted teacher,  a very honorable profession.  And that is what has lasted. "
324,2:16:40,2:16:41,BUFFETT," However,  an interesting fact that he was sheepish about in his old age was that more than half of all the investment return that Ben Graham made in his whole life  came from one stock,  one growth stock, GEICO, Berkshire's subsidiary.  And at the time he operated,  there were a lot of sort of lousy companies that were too cheap,  and you could make a little money floating from one to another.  But the big money he made was one growth stock.  Buying one undervalued great company is a very good thing,  as Berkshire has found out again and again and again. And Ben wrote a postscript to the 49 edition pointing out exactly that fact and acknowledging it,  but also took some good lessons from it.  You know, he said, that's the way life is,  that  you prepare and you don't lose everything along the way, and then something comes along. And GEICO came along because a banker in Fort Worth that had financed Leo Davison—and I think the banker got three-quarters of it,  and I don't mean Leo Davison, Leo Goodwin,  who founded GEICO,  then called Government Employees Insurance Company, and you can figure out the acronym. And the deal almost fell apart."
325,2:18:15,2:18:16,SPEAKER 1," The deal was,  as I remember, maybe a million and a half or something like a million and a quarter. And it almost fell apart because of a difference of $25 ,000 in the net worth delivered."
326,2:18:28,2:18:31,SPEAKER 3, This is a business that's  worth tens of billions.
327,2:18:31,2:18:47,BUFFETT," But he pointed out the irony in that, too.  I mean, he was honest about—he was totally  intellectually honest about his—the failings,  but also the strengths of his approach.  And that to some extent, you know, Charlie and I have seen that in our lives."
328,2:18:53,2:18:56,SPEAKER 5," I mean, sort of the prepared mind,  the willingness to act when you need to act, and the willingness to ignore it—every salesman in the world, and imperative to ignore them. And it's one or two things that make the right decision."
329,2:19:11,2:19:13,SPEAKER 1," If you make the right decision on a spouse, I mean,  you've won the game.  They,  you know—and there's enormous important decision,  and you've got all the time. "
330,2:19:22,2:19:23,SPEAKER 5," I mean,  in the world, you've got more time now than you used to have when I was a kid to make that decision.  And, you know,  I don't know whether a third or whatever percentage below that one,  you know, it is really interesting.  The thing to do is just keep trying to think things through and not do too many stupid things. And  sooner or later, you have a Lollapalooza, as Charlie would say."
0,0:00:02,0:00:03,BUFFETT," Okay,  Becky. "
1,0:00:04,0:00:30,SPEAKER 2," All right, this question comes from Terrafter,  a shareholder in Sierra Vista,  Arizona,  who is asking a question of a Z.  Wants to know about electric vehicles getting insurance from the manufacturer instead of car insurance companies.  A recent article in the Wall Street Journal shows that the EVs are a small but growing percentage of sales.  Tesla and GM are offering their own electric vehicle insurance.  What will GEICO do to combat this? "
2,0:00:33,0:00:33,SPEAKER 10," Yeah,  so GEICO is talking to a number of original equipment manufacturers as well to try and see how best they can  work with the automobile manufacturer and offer insurance at the point of sale.  There haven't been very many success stories yet.  So we'll wait and see."
3,0:00:52,0:00:53,BUFFETT," Clearly,  it is a very convenient way to sell auto insurance at the point of sale.  But  there's a fair amount of data that needs to be collected on the driver,  not just the car.  And that makes it a little more complicated.  So we are talking to some auto manufacturers ourselves.  We are hopeful too that people strike a deal with some of them before not too long.  Tesla has made the end GM.  They both have talked a lot in the press in terms of getting into the insurance business. And in fact, GM I think has projected.  They'll write $3 billion of premium,  which it's hard to imagine where it will come from.  But they're all hot to trot.  I think somebody will find the secret sauce before not too long and we ourselves are in that race.  I would point out that General Motors insurance for decades.  This is not a new idea. And it's...  Uber,  a lot of insurance for a while,  they laid it off with somebody and that company got killed by it.  And I don't know the deal between Uber and forget the name of the company that took it on.  The Jeep would probably know.  But what?  James Schruber.  Yeah.  And you know,  there's nothing. "
4,0:02:19,0:02:20,SPEAKER 4, It's not a new idea.
5,0:02:20,0:02:22,BUFFETT, It's not magic in the lease.
6,0:02:23,0:02:36,SPEAKER 4," I mean, it is hard to come up with something that is better.  And Miss King Mac,  and matching risk to reward.  I'm sorry, risk to price. "
7,0:02:37,0:02:37,BUFFETT," Then a  bunch of very smart people are doing it,  a progressive, and a bunch of very smart people are doing it.  It's a great risk.  I mean,  it is... "
8,0:02:49,0:02:56,SPEAKER 4, It was fascinating to me one Uber went into it.  And they were gonna get their head handed to them.
9,0:02:56,0:02:58,BUFFETT, But they laid it off.  And it was...
10,0:02:58,0:03:03,SPEAKER 4, They laid it off a good bit of it.  Very substantial percentage of it was somebody else who got their head handed to it.
11,0:03:04,0:03:05,BUFFETT, And...
12,0:03:05,0:03:09,SPEAKER 4, But it was a story.  Wall Street loves it.
13,0:03:10,0:03:12,BUFFETT, We've  got 80 car dealerships that do a lot of business.  And...
14,0:03:20,0:03:23,SPEAKER 4, We've got the people buying the car and the place.
15,0:03:24,0:03:25,BUFFETT, And...
16,0:03:25,0:03:34,SPEAKER 4, We form an insurance company around the...  You wrote for some reason that rights insurance...  It's hard to improve on the present system.
17,0:03:36,0:03:36,BUFFETT, Yeah.
18,0:03:36,0:03:42,SPEAKER 4," I have no...  I wouldn't pay a penny.  I'd pay to avoid it, actually. "
19,0:03:42,0:03:43,BUFFETT, I mean...
20,0:03:43,0:03:44,SPEAKER 4," Go ahead, Ajit. "
21,0:03:45,0:03:45,BUFFETT, Yeah.
22,0:03:45,0:03:57,SPEAKER 4," The only point I'd like to add is the bargains on writing auto insurance are 4%,  which is a very small number.  And once there are more people that are trying to take a bite of the apple,  it just becomes very,  very difficult.  It's difficult to keep all the mouths fed in a profitable manner. "
23,0:04:02,0:04:05,BUFFETT," Yeah.  You can say that...  There was one big new idea in insurance...  In car insurance back in 1920 or so,  when State Farm started.  And State Farm... And still has it next to Berkshire.  It's our...  It's the leader in having net worth.  It's a mutual company.  But some guy just figured that there was a cartel...  Well-running car insurance. And he..."
24,0:04:33,0:04:35,SPEAKER 4," Farmer from Murna is the name of the book, I think, and... "
25,0:04:36,0:04:38,BUFFETT, Over in Illinois.  And...
26,0:04:38,0:04:41,SPEAKER 4, He created a system where you really took 20 points or so...
27,0:04:41,0:04:44,BUFFETT, Out of the cost.  And...
28,0:04:44,0:04:45,SPEAKER 4," Surprise, surprise areas.   You know...  And nobody's own stock in State Farm.  It's an insult to capitalism,  actually.  Everything in order that the business school...  Says it shouldn't work."
29,0:04:56,0:04:56,BUFFETT, Because...
30,0:04:57,0:05:10,SPEAKER 4," Nobody owns it.  Nobody's going public with it.  No, nothing.  But it's got more net worth.  It's almost probably double...  Leaving Berkshire out of the picture.  It's probably double the next guy.  And nobody's really improved on their system that much. "
31,0:05:10,0:05:12,BUFFETT, So it's...
32,0:05:13,0:05:16,SPEAKER 4, It's fascinating how...  People don't really look at the essence.
33,0:05:18,0:05:18,BUFFETT, You know...
34,0:05:19,0:05:26,SPEAKER 4," These are cases that...  That should carry a message.  But the truth is in Wall Street,  anything...  The test is whether you can sell it or not.  If you can sell it, it'll get sold. "
35,0:05:33,0:05:33,SPEAKER 5, And...
36,0:05:33,0:05:42,SPEAKER 4, A bunch of insurance companies came along and got it sold.  And this can be a story about this stock or that stock.  It sounded good when they talked about it at Uber for a while.
37,0:05:43,0:05:43,BUFFETT, It is...
38,0:05:44,0:05:47,SPEAKER 4, It is really interesting.  The investing public does not learn much.
39,0:05:47,0:05:50,BUFFETT," Okay,  Station 11.  Hi,  my name is Jeff Merriam.  I'm from Edina, Minnesota.  We've been coming for years to make that professor from the earlier question really nervous.  Half our family's wealth is in Berkshire Hathaway."
40,0:06:08,0:06:10,SPEAKER 4," Well, let's make Charlie nervous. "
41,0:06:10,0:06:26,SPEAKER 9," My question has to go with boating control in the future.  There was a question earlier about corporate radar.  I was more wondering about...  Who is actually going to...  Own the voting control.  Is it going to be institutions,  CalPERS,  BlackRock?  Are they eventually going to get their way with the ESG checkboxes that we're going to have to check?  And what should we be thinking about that? "
42,0:06:38,0:06:39,SPEAKER 4," Well, you're thinking very well. "
43,0:06:40,0:06:41,BUFFETT, And...
44,0:06:41,0:06:48,SPEAKER 4," The interesting thing is...  The big aggregations look like,  of course, they'd be in index funds. "
45,0:06:49,0:06:51,BUFFETT, But...  What in their experience?
46,0:06:51,0:07:16,SPEAKER 4," What the funds want is they want a world in which society doesn't get upset with them.  But the fact they've got all the voting power.  And I was saying in the last year or two,  it's looked like a better idea for them, not quite together.  What was the phrase that Charlie used? "
47,0:07:16,0:07:19,BUFFETT, They backed off a lot.
48,0:07:19,0:07:46,SPEAKER 4," Yeah, they backed off a lot.  And it's the narrative to back off.  Interestingly enough,  in looking at money management,  the game is not performance.  It's assets under management.  And index funds produce a tiny, tiny,  tiny fee on assets under management.  Because it was pioneered by Vanguard. "
49,0:07:47,0:07:49,BUFFETT, And...  It's...
50,0:07:49,0:07:51,SPEAKER 5," When it became successful,  it was very easy to replicate.  Not so easy, but I mean, it was inevitable that we copied.  But it came with a management fee of two basis points.  So what people that have offered index funds would really like is you buy their other funds or let them manage money in some other way so that they get a higher...  Higher fee on assets under management.  Which of course is exactly why the index fund was invented in the first place."
51,0:08:23,0:08:24,BUFFETT, But...  So it's gotten...
52,0:08:25,0:08:59,SPEAKER 4," It's not a lost leader.  But it is a way to pull money in.  And then you hope that people ignore what was said by...  What's the name that John Bobo...  Jack Bobo.  Ignore him.  And essentially they give up the idea and that we'll offer you a fund that does this in India.  And we'll offer you another fund that is...  That and of course those management fees are higher.  So they're really counter selling the idea that John Bobo came along with.  But in the process,  they have achieved a lot of boats. "
53,0:09:00,0:09:01,BUFFETT, And...
54,0:09:01,0:09:11,SPEAKER 4," That was fun for a while.  But the last thing in the world I wanted to do is have Washington,  with the American public,  decide that they're going around their way too much. "
55,0:09:12,0:09:12,BUFFETT, So...
56,0:09:12,0:09:18,SPEAKER 4," It's tending to back off.  Now, if you figure out where their self-interest is,  you can judge where their behavior is. "
57,0:09:18,0:09:25,BUFFETT," Where's it going?  Charlie, yeah.  You wanted the fathom?  No, you've been square. "
58,0:09:25,0:09:27,SPEAKER 4, You've just said...
59,0:09:27,0:09:29,BUFFETT, You're totally right on everything.
